name,new_price,old_price,stars,observations,Savings,discount
"NOMA LED Flush Mount Ceiling Light Fixture, White, 10-in",19.99,29.99,4.6,281,10.0,0.33
"Ninja® Nutri Personal Blender w/ 2 Travel Jars, Silver, 591mL",74.99,109.99,4.8,224,35.0,0.32
"T-fal Platinum Azure Multi-Layered Forged Non-Stick Cookware Set, 10-pc",149.99,599.99,4.7,145,450.0,0.75
"type A Transparent Stackable Storage Box with Lid, 39-L",9.99,14.99,4.0,63,5.0,0.33
"T-fal Easy Fry & Grill Flexcook, XXL, 6.5-L",159.99,289.99,4.7,91,130.0,0.45
"3M™ Filtrete™ Combo Pack, Micro Allergen Filter MPR 1000 & Ultra Allergen Filter MPR 1500, 16 x 25 x 1-in, 3-pk",45.99,57.99,4.6,225,12.0,0.21
"Cuisinart® Brew Central Programmable Coffee Maker w/ Glass Carafe, Stainless Steel, 12 Cups",109.99,139.99,4.2,412,30.000000000000014,0.21
"type A Clear Grey Frame 3-Drawer Storage Tower/Cart with Wheels, 26-in",19.99,29.99,4.1,202,10.0,0.33
"SentrySafe Small Steel Security Fire Safe Box With Combination Lock, 23-L, Black",239.99,299.99,4.1,205,60.0,0.2
Bissell PowerFresh Hard Floor Steam Mop Cleaner,99.99,199.99,4.5,2339,100.00000000000001,0.5
"Vida by PADERNO Japanese Steel Knife Block Set, Ergonomic Grip, 14-pc",99.99,319.99,4.5,52,220.0,0.69
"type A Clarity Transparent Storage Box with Lid, 50-L",14.99,18.99,4.4,95,3.9999999999999982,0.21
Regalo Wall-Safe Extra Wide Safety Gate,49.99,79.99,4.4,63,29.999999999999993,0.38
X Rocker Raven Gaming Desk,129.99,239.99,4.4,65,110.0,0.46
"Purina AlPo Cookout Classics Pork, Beef, Chicken and Veggie Adult Dry Dog Food, 16-kg",31.59,37.99,4.6,648,6.400000000000002,0.17
"Vida by Paderno Bamboo Cutting Board, Non-Slip, 12-in x 18-in",12.99,49.99,4.4,596,37.0,0.74
"Lagostina Cast Iron Preseasoned Frying Pan, Oven & Broiler Safe, Black, 26-cm",19.99,99.99,4.2,247,80.0,0.8
"Heritage LED Display Air Fryer with Grill, 6-L",99.99,279.99,4.5,25,180.0,0.64
"MASTER Chef Double Burner Hot Plate, Black, 1500W",39.99,54.99,3.6,199,15.0,0.27
"type A Stainless Steel Rectangular 2-Compartment Step Garbage Can, 2 x 15-L",65.24,86.99,4.2,118,21.75,0.25
"Hamilton Beach Non-Stick Panini Grill Press/Sandwich Maker, Stainless Steel",49.99,79.99,4.4,185,29.999999999999993,0.38
"type A Clarity Transparent Storage Box with Lid, 32-L",12.99,16.99,4.2,106,3.9999999999999982,0.24
"E-Zee Wrap Plastic Wrap Refill, 1000-ft",13.99,18.99,4.5,195,4.999999999999998,0.26
"CANVAS Copenhagen 2-Drawer Home Office Writing Console Desk/Table With Wood Legs, White",174.99,239.99,3.4,99,65.0,0.27
"PADERNO Classic Frying Pan PFOA-Free Non-Stick, Maroon, 20cm",24.99,84.99,4.6,296,60.0,0.71
"Cuisinart® Professional Food/Meat Slicer, 7.5-in Blade, Stainless Steel",99.99,159.99,3.1,218,60.000000000000014,0.38
Woods 10K Grab-N-Go Heater,99.99,139.99,3.4,11,40.000000000000014,0.29
"Mr. Coffee Hot Coffee, Iced Coffee & Frappe Maker with Integrated Blender & 2 Tumblers, Black",129.99,149.99,4.2,213,20.0,0.13
"Black & Decker Crisp 'N bake 6-Slice Air Fryer Toaster Oven, Stainless Steel, 5 Cooking Functions",99.99,144.99,4.3,72,45.000000000000014,0.31
Diono New Cambria 2 Booster,129.99,149.99,4.4,22,20.0,0.13
"PADERNO Classic Jumbo Cooker, PFOA-Free, Non-Stick, Red, 3qt",44.99,159.99,4.4,229,115.0,0.72
"MASTER Chef Stainless Steel Scissor Set, Ergonomic Grip, 3-pc",5.99,9.99,4.5,292,4.0,0.4
"Black & Decker 4-Slice Toaster Oven with Natural Convection, Stainless Steel, 4 Cooking Functions",49.99,69.99,4.3,49,19.999999999999993,0.29
"Heritage The Rock Family-Sized Non-Stick Electric Griddle/Party Grill, Black, 19x13-in",69.99,119.99,4.3,1042,50.0,0.42
"Omega Horizontal Slow Juicer, Stainless Steel, 150W, 4 Cups",239.99,299.99,4.3,133,60.0,0.2
"MASTER Chef Stainless Steel Mixing Bowls with Plastic Lids, 3-pk",18.49,36.99,4.0,97,18.500000000000004,0.5
"World's Best Natural Clumping Cat Litter Formula, Unscented, 12.7-kg",44.99,49.99,4.4,65,5.0,0.1
"type A Clarity Transparent Storage Box with Lid, 15-L",7.99,9.99,4.4,79,2.0,0.2
"BestAir MERV 8 Household Dust Reduction Pleated Furnace Air Filters, MPR 600, 16 x 25 x 1-in, 3-pk",12.99,159.99,4.4,78,147.0,0.92
"simplehuman Stainless Steel and Plastic Rectangular Step Garbage Can, 45-L",143.99,8.99,4.7,447,-135.0,-15.02
"simplicité Regular 4-Flap Ties Outdoor Garbage Bags, 40-pk, Black, 74-L",5.0,279.99,4.1,204,274.99,0.98
"For Living Brookfield 2-Door Over-The-Toilet Spacesaver Bathroom Storage Cabinet, White",189.99,124.99,3.6,52,-65.00000000000001,-0.52
"NOMA Indoor Double LED Strip Light, 4500 Lumens, 4-ft, Cool White, 50W",39.99,149.99,4.1,72,110.0,0.73
"T-fal Easy Fry & Grill Precision 2-in-1 Air Fryer w/ Extra Crisp Technology, Stainless Steel, 4.2-L",149.99,239.99,4.5,68,90.0,0.38
"Salton Cordless Temperature Control Electric Kettle w/ Tea Infuser/Steeper & Auto Shut Off, Glass, 1.7L",59.99,84.99,4.3,150,24.999999999999993,0.29
"T-fal Easy Fry & Grill Precision 2-in-1 Air Fryer w/ Extra Crisp Technology, Black, 4.2L",119.99,199.99,4.6,216,80.00000000000001,0.4
"NOMA A19 E26 Base Non-Dimmable LED Light Bulbs, 800 Lumens, Daylight, 60W, 8-pk",12.99,21.99,4.1,299,8.999999999999998,0.41
"Garrison Rechargeable Compact Fire Extinguisher With Wall Mounting Bracket, 1-lb, Red",26.99,29.99,4.3,59,3.0,0.1
Regalo Swing Down Bed Rail,31.99,39.99,4.5,36,8.000000000000004,0.2
"type A Clarity Transparent Storage Box with Lid, 9-L",4.79,5.99,4.2,78,1.2000000000000002,0.2
"Energizer Max 16-pk AAA Alkaline Batteries, Long Lasting, All Purpose",17.0,22.99,4.9,1728,5.989999999999998,0.26
"Mr. Clean Disinfectant Multi-Surface Cleaner, Summer Citrus, 3.78-L",14.39,15.99,4.6,33,1.5999999999999996,0.1
"type A Natural Wood Hangers, 18-pk",14.99,19.99,4.1,21,4.999999999999998,0.25
"Pink Solution SCRUB Non-Toxic Hard Surface Cleaner, 500-g",13.49,14.99,4.1,32,1.5,0.1
"type A Clarity Transparent Storage Box with Lid, 60-L",16.99,21.99,4.5,118,5.0,0.23
"Heritage Commercial Aluminum Stock Pot, Oven Safe, 10qt",49.99,129.99,3.8,45,80.0,0.62
"Disposable Gloves, 100-pk",7.49,14.99,4.1,85,7.5,0.5
"MASTER Chef AirFryer Toaster Oven w/ 5 Functions, Black",99.99,174.99,4.3,178,75.00000000000001,0.43
Regalo Super Wide Baby Safety Gate & Playard,99.99,119.99,3.5,18,20.0,0.17
Philips Series 9000: S9311/27 Wet & Dry Electric Razor/Rotary Shaver with SmartClean System,239.99,319.99,4.3,1137,80.0,0.25
"Energizer Max Alkaline AA Batteries, 24-pk",17.0,22.99,4.8,2358,5.989999999999998,0.26
"CANVAS Eastwood Electric Fireplace TV Stand, 60-in, 1500W, Includes Remote Control, Brown",599.99,949.99,4.0,62,350.0,0.37
Type A Alpha Under-Sink Metal Storage Organizer Rack/Stand with Pull-Out Basket Drawers,24.99,46.99,4.2,103,22.000000000000004,0.47
"MASTER Chef Corded Hand Blender with Whisk, Stainless Steel, Black",34.99,59.99,4.0,60,25.0,0.42
"PADERNO Canadian Signature Stainless Steel Cookware Set, Dishwasher & Oven Safe, 13-pc",299.99,999.99,4.4,90,700.0,0.7
"Lagostina Cast Iron Preseasoned Frying Pan, Oven & Broiler Safe, Black, 30-cm",34.99,119.99,4.2,202,85.0,0.71
"For Living Wall Mount Cabinet With Baskets, White",189.99,249.99,2.3,3,60.0,0.24
"MASTER Chef Bottom Load Water Cooler/Dispenser, 3 Temperatures, Matte Black",319.99,369.99,3.9,67,50.0,0.14
"Green Gobbler Mainline Drain Opener, Unscented, 3.8-L",26.99,29.99,3.9,38,3.0,0.1
"Bounty Select-A-Size Double Plus Roll Paper Towel, 2-ply, 8-pk",19.99,69.99,4.5,5397,50.0,0.71
"Olympia Pack 'n Roll Steel Folding Hand Truck, 200-lb",59.99,154.99,3.8,173,95.0,0.61
"For Living Nordica Reversible 6-Blade 3-Speed Ceiling Fan with LED Lighting, 36-in, Walnut/White",119.99,479.99,3.8,101,360.0,0.75
Evenflo All4One All-In-One Car Seat,379.99,119.99,4.1,262,-260.0,-2.17
"T-fal Easy Pro Deep Fryer, Stainless Steel, 3L",79.99,159.99,4.1,103,80.00000000000001,0.5
"T-fal EZ Clean Pro Compact Deep Fryer w/ Oil Filter, Stainless Steel, 2L",99.99,139.99,4.1,231,40.000000000000014,0.29
"Heritage The Rock Aluminum Traditional Wok Stir Fry Pan, Non-Stick, 30cm",34.99,21.99,4.6,272,-13.000000000000004,-0.59
"NOMA A19 E26 Base Non-Dimmable LED Light Bulbs, 800 Lumens, Warm White, 60W, 8-pk",12.99,89.99,3.8,161,77.0,0.86
"Libman Commercial Wringer & Mop Bucket with Hook, Yellow, 30L",71.99,339.99,4.1,21,268.0,0.79
"X Rocker Strike RGB Ergonomic Adjustable Swivel PC Gaming/Office Chair w/ LED Light, Black",249.99,10.49,3.9,34,-239.5,-22.83
"Affresh Washing Machine Cleaner Tabs, Fresh Scent, 120-g, 3-pk",9.44,22.99,4.5,2765,13.549999999999999,0.59
"Eco-Max Liquid Laundry Detergent, Lavender Scent, 210-Load, 6.21-L",17.99,34.99,4.7,158,17.000000000000004,0.49
"Bluehive Ultra-Thin Fast Wireless 15W Charging Pad, for Qi-Enabled Devices",9.99,59.99,3.8,351,50.0,0.83
"SentrySafe Small Fire Safe Security Chest with Key Lock, Black, 5-L",44.99,99.99,4.5,705,54.99999999999999,0.55
"PADERNO Signature Smart Stacking Ceramic Bakeware, Red, Assorted Sizes, 4-pc",49.99,99.99,3.6,25,49.99999999999999,0.5
"KitchenAid Gourmet Crock Set, 8-pc",49.99,259.99,4.1,22,210.0,0.81
"ClosetMaid Wire Shelf Track Closet Organizer Kit, White, 5-ft x 8-ft",207.99,17.99,4.6,12,-190.0,-10.56
"Swiffer Sweeper 2-in-1 Dry + Wet Floor Mopping and Sweeping Kit, Multi-Surface, Includes 1 Sweeper, 7 Dry Cloths, 3 Wet Cloths",16.19,34.99,4.1,1479,18.8,0.54
"Vida by Paderno Faux Granite Cutting Boards, Dishwasher Safe, Assorted Sizes, 2-pk, Grey/White",18.99,139.99,4.3,80,121.00000000000001,0.86
"Conair 1550W Handheld Clothes Steamer, 17 Minutes of Continuous Steam, 40 Second Heat Up",64.99,74.99,3.8,51,10.0,0.13
"Cuisinart® Round, Non-Stick Waffle Maker, Stainless Steel",49.99,99.99,4.3,243,49.99999999999999,0.5
"National Indoor/Outdoor Rug, Assorted Colours, 6-ft x 8-ft",24.99,49.99,3.7,60,25.000000000000004,0.5
"VTech DECT 6.0 Cordless Phones with Digital Answering System, 2 Handsets, Silver/Black",51.99,69.99,4.1,62,17.999999999999993,0.26
"Bar Keepers Friend Multi-Purpose Soft Cleanser, 737-g",4.0,5.99,4.7,303,1.9900000000000002,0.33
"type A Clarity Transparent Storage Box with Lid, 2-L",1.79,2.29,4.6,62,0.5,0.22
Philips Series 3000: S3133/51 Wet & Dry Electric Razor/Rotary Shaver with Pop-Up Trimmer,69.99,89.99,4.2,292,20.0,0.22
"Old Dutch Absolute Clean Liquid Laundry Detergent, Morning Breeze Scent, 185-Load, 7.4-L",10.0,12.99,4.6,90,2.99,0.23
"MotoMaster 10,000-lb Commercial Ratchet Tie Down Straps, with Ultra Padded Handles, 2-in x 30-ft",29.99,34.99,4.6,24,5.0000000000000036,0.14
"Certified Standard Duty Poly Tarp, Waterproof, 12-ft x 16-ft",21.59,26.99,4.1,62,5.399999999999999,0.2
"Black & Decker Kitchen Tools® Extra Wide Slots Toaster w/ 7 Settings, Stainless Steel, 2-Slices",39.99,69.99,3.3,322,29.999999999999993,0.43
"Anchor Hocking Glass Bake 'n' Keep Set with Plastic Lids, 4-pc",16.99,29.99,3.8,183,13.0,0.43
"Anchor Hocking Round Glass Storage Set, Assorted Sizes, 8-pc",9.99,19.99,4.2,386,9.999999999999998,0.5
"Eco-Max Liquid Laundry Detergent, Orange Scent, 210-Load, 6.1-L",17.99,22.99,4.8,27,5.0,0.22
"Certified 45 Lumens 6V Durable and Waterproof LED Floating Lantern, Battery Included, Orange",8.99,12.99,3.4,142,4.0,0.31
"For Living Nordica Reversible 6-Blade 3-Speed Ceiling Fan with Lighting, 36-in, White",119.99,154.99,3.9,107,35.000000000000014,0.23
"CANVAS Claremont 40pc Porcelain Dinnerware Set with Dinner Bowl, Serves 8, White",119.99,289.99,3.1,121,170.0,0.59
"Duracell Coppertop 24-pk AA Alkaline Batteries, Long Lasting, All Purpose",20.49,25.99,4.7,3828,5.5,0.21
"Bar Keepers Friend Stainless Steel Powder Cleanser, 595-g",4.0,5.99,4.8,115,1.9900000000000002,0.33
"PADERNO Steak Knives Set, 4-pc",59.99,99.99,5.0,8,39.99999999999999,0.4
"Comet Scratch Free Cleaning Powder with Bleach, 600-g",1.5,2.29,4.8,127,0.79,0.34
Everlast RCVR 6.0 Percussion Massage Tool,139.99,239.99,3.0,6,100.0,0.42
"CANVAS Elena 2-Door Over-The-Toilet Spacesaver Bathroom Storage Shelf/Cabinet, Grey",204.99,309.99,4.1,30,105.0,0.34
"Cashmere Ultra Triple Roll Toilet Paper, 3-ply Tissue, 24-pk",17.99,17.99,4.5,155,0.0,0.0
"MASTER Chef Baking Sheet, 17-in",8.99,87.99,4.0,55,79.0,0.9
"CLR Calcium, Lime & Rust Remover Refill, Septic Safe, 3.78-L",28.79,31.99,4.6,65,3.1999999999999993,0.1
"For Living Framed Medicine Cabinet, Black, 20-in x 26-in",134.99,179.99,5.0,3,45.0,0.25
"Heritage Digital Convection Air Fryer Toaster Oven, Silver",199.99,299.99,4.1,216,100.0,0.33
"T-fal Giant Aluminum Frying Pan Non-stick, Dishwasher & Oven Safe, Black, 34cm",24.99,84.99,4.4,187,60.0,0.71
Regalo Wall-Safe Extra Tall Safety Gate,59.99,89.99,4.4,27,29.999999999999993,0.33
"Dawn Ultra Platinum Liquid Dish Soap Refill, Refreshing Rain Scent, 2.21-L",11.69,12.99,4.7,52,1.3000000000000007,0.1
"Concrobium Mold Control Spray Bottle, 946-mL",12.14,13.49,4.0,103,1.3499999999999996,0.1
"Anchor Hocking Glass Storage Container Set, 2-Cup, 6-pc",7.99,19.99,4.3,190,11.999999999999998,0.6
"Mr. Coffee Programmable Coffee Maker w/ Glass Carafe, Automatic Cleaning Cycle, Stainless Steel, 12 Cup",79.99,99.99,4.1,57,20.0,0.2
"Cuisinart® SmartStick® 2-Speed Corded Hand Blender w/ Chopper & Whisk Attachments, Stainless Steel",69.99,79.99,4.2,215,10.0,0.13
"Vida by PADERNO Stainless Steel Toaster, 2-Slice",64.99,99.99,4.2,27,35.0,0.35
"Hamilton Beach Easy Acess Programmable Coffee Maker, Stainless Steel, 14 Cups",79.99,154.99,3.5,153,75.00000000000001,0.48
"Libman Heavy-Duty Curved Floor Squeegee , 24-in",35.99,44.99,4.2,46,9.0,0.2
Swiffer Duster Heavy Duty 3 ft Extendable Handle Starter Kit with 4 Refills,14.39,15.99,4.1,303,1.5999999999999996,0.1
"NOMA A19 E26 Base Non-Dimmable LED Light Bulbs, 1550 Lumens, Daylight, 100W, 4-pk",21.59,35.99,4.2,101,14.400000000000002,0.4
"Cashmere Triple Roll Toilet Paper, 2-ply Tissue, 24-pk",17.99,119.99,4.5,142,102.0,0.85
"T-fal Platinum Azure Multi-Layered Forged Non-Stick Frypan, 30-cm",29.99,40.99,4.6,171,11.000000000000004,0.27
"CANVAS Mercantile Cage Shade Ceiling Pendant Light Fixture, Black",29.99,15.99,4.9,12,-13.999999999999998,-0.88
"Clorox Disinfecting Wipes, 3 x 75-ct",14.39,119.99,4.9,8,105.6,0.88
"T-fal Element Wide Slots Toaster w/ 6 Settings, Stainless Steel, 4-Slices",69.99,63.99,4.0,142,-5.999999999999993,-0.09
"Woods™ Enamel Family Tableware Set, 12-pc",47.99,16.49,3.7,10,-31.500000000000004,-1.91
"Mastercraft Telescopic Extendable Window Washer / Squeegee with Scrub Netting, 7-ft",11.99,89.99,3.2,101,78.0,0.87
Philips Series 1000: S1332/41 Dry Electric Razor/Rotary Shaver with Pop-Up Trimmer,49.99,29.99,3.8,700,-20.000000000000004,-0.67
"Old Dutch Liquid Multi-Purpose Laundry Bleach, 2.4-L",3.0,4.49,4.5,81,1.4900000000000002,0.33
"Henckels Rapture 20pc Stainless Steel Flatware Set, Serves 4",49.99,99.99,4.7,95,49.99999999999999,0.5
"MASTER Chef Multi-Purpose Commercial Roaster with Rack, Dishwasher Safe, 9-12 lb, 25.4 x 38cm",14.99,49.99,3.3,256,35.0,0.7
"VTech DECT 6.0 Cordless Phone System with Caller ID, 4 Handsets, Silver/Black",74.99,99.99,3.9,61,25.0,0.25
Type A Bamboo Expandable Cutlery/Kitchen Utensil Drawer Organizer Tray/Holder,19.99,24.99,4.5,80,5.0,0.2
"CANVAS Manhattan Floating Wall Shelf, Assorted Colours, 36-in",39.99,49.99,3.9,20,10.0,0.2
"Conair 1100W Handheld Clothes Steamer, 5 Minutes of Continuous Steam, 60 Second Heat Up",36.99,76.99,4.0,41,39.99999999999999,0.52
"CANVAS Manhattan Floating Wall Shelf, Assorted Colours, 24-in",29.99,37.99,3.6,38,8.000000000000004,0.21
"Scotties House & Home Facial Tissue, 2-Ply, 126 Sheets, 18-pk",17.99,54.99,3.5,134,37.0,0.67
"simplehuman Stainless Steel Rectangular Step Garbage Can, 10-L",49.49,8.99,4.6,141,-40.5,-4.51
"CLR Calcium, Lime and Rust Remover Cleaner, Septic Safe, 828-mL",7.49,59.99,4.4,303,52.5,0.88
La Crosse Wireless Weather Station Digital Thermometer,24.99,199.99,4.0,417,175.0,0.88
Cuisinart DGB-400C Automatic Grind & Brew 12-Cup Coffee Maker,139.99,69.99,3.8,31,-70.00000000000001,-1.0
"Type A Stay Expandable Pull-Out Storage Drawer/Basket For Kitchen Cupboard/Cabinet, Chrome",54.99,269.99,4.1,26,215.0,0.8
"CANVAS Tobin 4-Light Ceiling Pendant Light Fixture, Oil Rubbed Bronze",199.99,159.99,4.9,21,-40.0,-0.25
"CANVAS Jaxton Industrial Ceiling Pendant Light Fixture, Black Metal",119.99,39.99,4.0,10,-80.0,-2.0
